text,label,seed
will I come across broken power lines on the way to santa barbara?,6,will i run into downed power lines on the way to santa barbara ?
Are the paths between here and the devil's play plowed?,5,have the roads between here and the devil 's game been plowed ?
When should I leave my house to go to work by 9pm?,3,when should i leave home to get to work by 9 pm ?
How far is the stadium from my current location?,1,how far is the stadium from my current location ?
How long would it take me to go to walmart,4,how long would it take me to go to walmart
"I want to be with my daughter at 8am, what time should I leave?",3,i want to be at my daughter 's by 8 am what time should i leave
"The party starts at 8am on Saturday at the White House, which is the time I need to leave Carthage on time.",3,"the party starts at 8 on saturday in white house , what time to i need to leave carthage to make it on time ."
Is there a way I can make it to the mall before it closes?,0,is there any way i can make it to the mall before it closes ?
"how far is it from the salt lake town, ut to portland, oregon",1,"how far is it from salt lake city , ut to portland , oregon"
When should I go to get into town by noon?,3,when should i leave to get to town by noon
Is there a faster route?,0,is there a faster route available
is there anyway to avoid the traffic,0,is there anyway to avoid traffic
How long do I have to walk to get to the dentist by 2pm when I go out on the street?,3,what time do i need to leave to get to the dentist by 2 pm if i take the streets ?
how big is the distance between new york and florida,1,what is the distance between new york and florida
what is the distance from toledo to cincinnati and miles by car,1,what 's the distance from toledo to cincinnati and miles by car
how much traffic there is on the 290,6,how much traffic is on the 290
Take me to San Antonio Texas and no toll roads?,0,take me to san antonio texas and no toll roads ?
Are the roads icy on the way to kim's tonight?,5,are the roads icy on the way to kim 's tonight ?
What is the traffic from downtown to my house?,6,what 's the traffic from downtown to my house
When do I have to leave work to make it to Madison Square Garden by 9 p.m.?,3,what time do i need to leave work from to make it to madison square garden by 9 pm
Can I get to London at 5am?,2,can i get to london by 5
Will there be heavy traffic to Homer Glen at 8am on Wednesday?,6,is there heavy traffic going to homer glen on wednesday at 8 am
Show me the quickest way home,0,show me the fastest route home
How long would it take to drive from home to San Francisco?,4,how long would it take to drive from home to san francisco
How bad is the traffic today?,6,how bad is the traffic today
Can I come to georgia before 12 o'clock if I leave now?,2,can i get to georgia before noon if i leave now ?
"I need to be in memphis at noon, when should I go?",3,i need to be in memphis by noon when should i leave ?
What is the distance between provo utah and denver colorado?,1,what is the distance between provo utah and denver colorado
"If I leave my meeting at 3: 15 p.m. and drive home on the highway, how long would it take me?",4,"leaving my meeting at 3 : 15 and taking the freeway home , how long would it take me ?"
"how do i take the long way to the canton, ms",0,"how do i take the long way to canton , ms"
When will I meet Gilbert?,2,when will i get to gilbert ?
How far is Durham?,1,how far to durham ?
how is the traffic on the i-91 towards Springfield,6,how is the traffic on i - 91 towards springfield
How long will it take me to get to my lunch meeting when I drive the back roads?,4,how long will it take me to get to my noon meeting if i take the back roads ?
What is the best way between Edison and the Tweezers Show?,0,what 's the best route between edison and the weezer show ?
Show me the way home,0,show me the direction to home
Please show me detours to go home now and avoid all highways,6,please show me any detours for going home right now avoiding all highways
I can now make it to Providence in 10 minutes,2,can i make it to providence in 10 minutes right now
Will the marina be flooded?,5,is there flooding by the marina ?
Are there traffic lights today?,6,is there light traffic today
How much time should I take from work if I want to get home at 4pm?,3,what time should i leave work if i want to get home at 4 pm
"from nasa in houston, send me an instruction to galveston.",0,"from nasa in houston , send me directions to galveston ."
How long will it take me to get to my lunch meeting when I drive the back roads?,4,how long will it take me to get to my noon meeting if i take the back roads ?
Can I get to the doctor's office in 15 minutes if I am at home by 12 noon?,2,can i get to the doctor 's office in 15 minutes if i leave home by 12pm ?
"how do i take the long way to the canton, ms",0,"how do i take the long way to canton , ms"
How long would it take to drive from home to San Francisco?,4,how long would it take to drive from home to san francisco
Traffic jam on the rt 690,6,is traffic backed up on rt 690
Are the paths to the nearest hospital clear?,5,are the roads to the nearest hospital clear ?
Time to cross the Golden Gate Bridge from Oakland to San Francisco,4,time it would take to get from oakland to san francisco via the golden gate bridge
the shortest way from washington to montana,0,what is the shortest route from washington to montana
What will traffic be like this bank holiday weekend?,6,what will the traffic this holiday weekend supposed to be like
How long do I have to go to shoot a film at 7am in the B & B?,3,what time do i need to leave to make a 7 : 00 movie at b & b ?
What is the traffic like on my street today?,6,how is traffic on my street today
Does rain affect my route to the motorcycle race in Hilwan?,5,do rain affect my route to motorbike race in hilwan ?
"If I take the bus now, can I get to work by 7am?",2,if i take the bus now can i reach my work by 7 am ?
How long will it take to get to edison if I leave now?,4,how much time will it take to get to edison if i leave now ?
How long will it take to get to Cindy's house?,4,how long will it take me to get to cindy 's house ?
How long does it take to get home?,4,how long is drive home
Which direction of 80 is supported?,6,what direction of 80 is backed up
"If I leave in an hour, how much time will I get to Portland?",2,"if i leave in an hour , what time will i get to portland ?"
how is the traffic on the i-91 towards Springfield,6,how is the traffic on i - 91 towards springfield
